system type,HDD kWh,HDD HF,pop kWh,pop HF
Circulating/Gravity,3.93236229561503,0.544867662390884,54.4093002543652,3.57835240238995
Circulating/Vac,11.4132439375221,-0.297715988257898,161.481419074818,23.8252508422151
Haul,0,0,69.7824047085659,7.06151797216891
Pressure/Gravity,-0.848162217309015,2.2408614639956,263.448648548957,-78.7469560579852
Wash/HB,-0.528728194855285,2.2408614639956,144.393961746201,22.3235825717145

