Community Fuel Oil Price Projections for Electric Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CO2-equivalent allowance cost,$2015 per gallon diesel fuel,0.4731808371,0.4873762622,0.5019975501,0.5170574766,0.5325692009,0.5485462769,0.5650026652,0.5819527452,0.5994113275,0.6173936674,0.6359154774,0.6549929417,0.67464273,0.6948820119,0.7157284722,0.7372003264,0.7593163362,0.7820958262,0.805558701,0.8297254621,0.8546172259,0.8802557427,0.906663415,0.9338633174,0.961879217,0.9907355935,1.0204576613,1.0510713911,1.0826035328,1.1150816388,1.148534088,1.1829901106,1.218479814,1.2550342084,1.2926852346,1.3314657917,1.3714097654,1.4125520584,1.4549286201,1.4985764787,1.5435337731,1.5898397863,1.6375349799,1.6866610293,1.7372608601,1.789378686,1.8430600465,1.8983518479,1.9553024034,2.0139614755,2.0743803197,2.1366117293,2.2007100812,2.2667313836,2.3347333251,2.4047753249,2.4769185846,2.5512261422,2.6277629265,2.7065958142,2.7877936887,2.7877936887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,"Rural (0)
Urban (1)",Utility,Community Name,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076
4,0,Inside Passage Electric Cooperative,Angoon,2.97395526,3.5077395514,3.6940610129,3.7056345507,3.7675695681,3.829771549,3.9148211065,4.0060915435,4.1006374093,4.1971664019,4.2940823595,4.3974251648,4.5032811048,4.6117123838,4.7227823866,4.8365558433,4.9530998194,5.0724823367,5.1946022584,5.3144701269,5.4406608158,5.5703252021,5.6973071452,5.834009345,5.9816897106,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806,6.1189444806
88,0,Aniak Light & Power Company,Aniak,3.2100870867,3.6907347652,3.8564617915,3.8684671836,3.9246065229,3.9809413316,4.0571109306,4.1385309012,4.222614118,4.3082318598,4.3940120071,4.4851182314,4.5781771089,4.6732325445,4.7703291537,4.8695123994,4.9708294162,5.0743278415,5.1799144793,5.283451441,5.3920496805,5.5033285397,5.6122349837,5.7289302592,5.8543675098,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273,5.9711401273
5,0,Alaska Village Electric Cooperative,Anvik,3.6938561965,4.2569528778,4.449388999,4.4608544788,4.5241750597,4.5876434064,4.6743677719,4.7671832888,4.8630429191,4.9606157355,5.0582843083,5.1621221667,5.2681566621,5.376436425,5.4870108312,5.5999301596,5.7152465601,5.8330126745,5.9531153155,6.0706815671,6.1940755663,6.320492011,6.4439807437,6.5764950108,6.7191522303,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156,6.8514647156
87,0,Andreanof Electric Corporation (11),Atka,3.9677071594,4.707964461,4.9625157364,4.9727038612,5.0530864583,5.1336571839,5.2459641348,5.3667678217,5.4919464522,5.6196881303,5.7477561711,5.8845841407,6.02469648,6.1681732888,6.3150961122,6.4655481641,6.619615705,6.7773861076,6.9387101361,7.0966074872,7.2630521063,7.4340540497,7.6010019617,7.7812179286,7.9764502803,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508,8.1567801508
90,0,Atmautluak Joint Utilities,Atmautluak,3.2950214637,3.790144549,3.9605608378,3.9724714386,4.0298715741,4.0874588039,4.1654814822,4.2489021461,4.3350529243,4.4227695947,4.5106369691,4.603978461,4.6993154418,4.7966926462,4.8961555253,4.9977503876,5.1015252483,5.2075286233,5.3156638068,5.4216638629,5.5328597644,5.6467962993,5.7582629266,5.8777355109,6.0061960371,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581,6.1256969581
6,0,North Slope Borough,Atqasuk,2.4051808371,2.4193762622,2.4339975501,2.4490574766,2.4645692009,2.4805462769,2.4970026652,2.5139527452,2.5314113275,2.5493936674,2.5679154774,2.5869929417,2.60664273,2.6268820119,2.6477284722,2.6692003264,2.6913163362,2.7140958262,2.737558701,2.7617254621,2.7866172259,2.8122557427,2.838663415,2.8658633174,2.893879217,2.9227355935,3.9431932547,3.9738069846,4.0053391263,4.0378172323,4.0712696815,4.1057257041,4.1412154074,4.1777698018,4.2154208281,4.2542013851,4.2941453589,4.3352876518,4.3776642136,4.4213120722,4.4662693666,4.5125753798,4.5602705733,4.6093966227,4.6599964536,4.7121142794,4.76579564,4.8210874414,4.8780379968,4.9366970689,4.9971159132,5.0593473228,5.1234456747,5.1894669771,5.2574689186,5.3275109184,5.3996541781,5.4739617357,5.5504985199,5.6293314077,5.7105292821,5.7105292821
91,0,Beaver Joint Utilities,Beaver,4.0248114969,4.4765600243,4.6292599182,4.6415449921,4.6939104887,4.746382306,4.816630992,4.8913888454,4.9682998331,5.0463445578,5.1243088705,5.2067369901,5.2906314157,5.3760221792,5.4629397319,5.5514150645,5.641480414,5.7331682514,5.8263915293,5.9176546024,6.0129701975,6.1103084988,6.2054576919,6.3068732806,6.4152667384,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785,6.5162994785
92,0,Bethel Utilities Corp.,Bethel,3.8915103202,4.4882932893,4.6916419772,4.7028868644,4.7691414938,4.8355243986,4.9265611378,5.0240325466,5.1247036803,5.2271609958,5.3296868368,5.4387264742,5.5500624333,5.6637452754,5.7798263212,5.8983578174,6.0193939628,6.142989444,6.2690229057,6.3923211211,6.5217602416,6.6543614676,6.7838081035,6.922785555,7.0724783577,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855,7.2111399855
7,0,Alaska Power Company,"Bettles, Evansville",2.9082663112,3.4281149643,3.6098210196,3.6214883208,3.6821746671,3.7431329798,3.8263364539,3.9156058706,4.0080753604,4.1024877892,4.1972904268,4.2983606954,4.4018907687,4.5079415907,4.6165752667,4.7278552236,4.8418471738,4.9586177736,5.0780691114,5.1953472841,5.3187956787,5.4456427762,5.5698998036,5.7036339872,5.8480694867,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445,5.9823836445
8,0,Alaska Village Electric Cooperative,Brevig Mission,2.8173908801,3.2311111545,3.3751572591,3.3876009212,3.4379109376,3.4884551467,3.5560569873,3.6282267027,3.7027504976,3.7786637909,3.8547935916,3.9355650005,4.0180910105,4.1024116905,4.1885677919,4.2766008681,4.3665539827,4.4584707107,4.552274084,4.6444228673,4.7410107519,4.8400017815,4.937071154,5.0409254733,5.1523845341,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772,5.256542772
94,0,"Buckland, City of",Buckland,4.5067242113,5.0178433273,5.1892787944,5.2011873548,5.2585534562,5.3159771623,5.3935248032,5.4761264624,5.5611044122,5.6472988657,5.7333287969,5.8243528234,5.9169644582,6.0111954785,6.107078068,6.2046449507,6.3039301921,6.404968047,6.5076569559,6.6080241754,6.7128954206,6.8199625032,6.9244390775,7.0359248244,7.1552245309,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181,7.2660507181
110,0,"Central Electric, Inc.",Central,2.576560161,3.0275289791,3.1864748293,3.1986042722,3.2531369537,3.3079679443,3.3820791631,3.4614972752,3.543748816,3.6277499755,3.7121616761,3.8020629251,3.8941668671,3.9885284831,4.0852038276,4.1842501688,4.2857268234,4.3896940003,4.4960698367,4.6006644185,4.7106874772,4.8237479914,4.9346760276,5.0538981635,5.1824750422,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928,5.3024237928
140,0,Naterkaq Light Plant,Chefornak,3.2466445489,3.7335227332,3.9012681123,3.9132327043,3.9699147156,4.0267885915,4.1037557931,4.1860369023,4.271010039,4.3575312019,4.4442097337,4.536278062,4.6303174809,4.7263722524,4.8244873518,4.9247086057,5.0270835279,5.1316601339,5.238343717,5.3429408439,5.4526571694,5.5650799456,5.6750883439,5.7929790289,5.919717558,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922,6.0376644922
96,0,Chenega  IRA Village Council,Chenega,3.3680376116,3.9837008604,4.1970795436,4.2081036819,4.2773542733,4.3468405654,4.4426993176,4.545681463,4.652375061,4.7612817593,4.8705513901,4.9871730755,5.1066137366,5.2289426743,5.3542304752,5.4825491993,5.613973524,5.7485791448,5.886245851,6.0211946949,6.1633484863,6.3094056984,6.4522365501,6.6061945737,6.7727321596,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957,6.9270687957
10,0,Alaska Village Electric Cooperative,Chevak,2.8056510344,3.2173704812,3.3607684239,3.3732251884,3.4233609343,3.4737320306,3.5410777338,3.6129709083,3.6872089196,3.7628320937,3.8386733926,3.9191358371,4.0013469618,4.085346721,4.1711757506,4.258875487,4.3484888721,4.4400593596,4.5335104665,4.6253187946,4.7215476237,4.8201713026,4.9168868001,5.0203572327,5.1313984087,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335,5.2351795335
97,0,Chignik Electric,Chignik   ,2.7889346054,3.2842769361,3.4578951013,3.4697265807,3.5282269548,3.5870089702,3.6669836385,3.7527554584,3.841597995,3.9323156866,4.0234316263,4.1205400313,4.2200179796,4.3219243434,4.4263191264,4.5332636174,4.642821308,4.7550566171,4.8698773633,4.9826647525,5.1013608056,5.2233288022,5.3428697234,5.4714703581,5.6102973071,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847,5.7395321847
98,0,Chignik Lagoon Power Utility,Chignik Lagoon,3.2711270046,3.8666550216,4.0733799388,4.0845391824,4.1519907673,4.2196857409,4.3128863541,4.4129884194,4.5166947126,4.6225575523,4.7287892344,4.8421454491,4.9582454288,5.0771567293,5.1989481659,5.3236899963,5.4514550259,5.5823170632,5.7161605879,5.8474007997,5.985629031,6.1276550077,6.2665883813,6.4163029457,6.5782032657,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214,6.7283392214
99,0,"Chignik Lake Electric Utility, Inc. (11)",Chignik Lake,3.0117292747,3.5533619179,3.7422768979,3.7537977741,3.8164340119,3.8793342166,3.9654198689,4.0578129094,4.153523173,4.2512386071,4.3493387025,4.4539543296,4.5611124072,4.6708758199,4.7833086427,4.8984763084,5.016446612,5.1372883109,5.2608984401,5.3822118668,5.5099326686,5.641168358,5.7696694682,5.9080256921,6.0575135808,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006,6.1964057006
11,0,Inside Passage Electric Cooperative,Chilkat Valley,3.1596972388,3.7320733613,3.9311476444,3.9424622349,4.0078452859,4.0734805654,4.1636247971,4.2604152882,4.3606867182,4.463049668,4.5657882556,4.6753897665,4.7876485636,4.9026301959,5.0204014426,5.1410304886,5.2645879871,5.3911455767,5.5205931306,5.6475690824,5.7812836258,5.918674407,6.0531263818,6.1979617316,6.3545300299,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587,6.4998359587
